http://ted.europa.eu/udl?uri=TED:NOTICE:488952-2017:TEXT:PL:HTML&src=0 	  488952-2017 	  Norwegia-Oslo: System pozyskiwania danych 	  NO 	  07/12/2017 	6816000	 NOK 	 bez Vat 	  Wartosc bez VAT: 6 816 000.00 NOK
http://ted.europa.eu/udl?uri=TED:NOTICE:250977-2015:TEXT:PL:HTML&src=0 	  250977-2015 	  Niderlandy-Lejda: Biblioteczny system zarz¹dzania 	  NL 	  17/07/2015 	630000	 EUR 	 z Vat 	  Wartosc: 630 000 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:250727-2015:TEXT:PL:HTML&src=0 	  250727-2015 	  Estonia-Tallinn: Analityczne lub naukowe pakiety oprogramowania 	  EE 	  17/07/2015 	2122964	 EUR 	 z Vat 	  Wartosc: 2 122 964 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:250597-2015:TEXT:PL:HTML&src=0 	  250597-2015 	  Polska-Warszawa: Analityczne lub naukowe pakiety oprogramowania 	  PL 	  17/07/2015 	36750	 EUR 	 z Vat 	  Wartosc: 36 750 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:250592-2015:TEXT:PL:HTML&src=0 	  250592-2015 	  Polska-Wroc³aw: Serwery komputerowe 	  PL 	  17/07/2015 	1693049,49	 PLN 	 z Vat 	  Wartosc: 1 693 049,49 PLN £¹cznie z VAT. Stawka VAT (%) 23
http://ted.europa.eu/udl?uri=TED:NOTICE:250591-2015:TEXT:PL:HTML&src=0 	  250591-2015 	  Polska-Warszawa: Aparatura kontrolna i badawcza 	  PL 	  17/07/2015 	3319520	 PLN 	 z Vat 	  Wartosc: 3 319 520 PLN
http://ted.europa.eu/udl?uri=TED:NOTICE:250486-2015:TEXT:PL:HTML&src=0 	  250486-2015 	  Belgia-Bruksela: Pakiety oprogramowania do zarz¹dzania relacjami z klientami 	  BE 	  17/07/2015 	2500000	 EUR 	 z Vat 	  Wartosc: 2 500 000 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:248253-2015:TEXT:PL:HTML&src=0 	  248253-2015 	  Niemcy-Kolonia: Pakiety oprogramowania dla baz danych 	  DE 	  15/07/2015 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:247489-2015:TEXT:PL:HTML&src=0 	  247489-2015 	  Francja-Narbona: Systemy informacji medycznej 	  FR 	  15/07/2015 	18350	 EUR 	 z Vat 	  Ca³kowita koncowa opisWartosci zamówienia  Wartosc: 18 350 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:247464-2015:TEXT:PL:HTML&src=0 	  247464-2015 	  Francja-Narbona: Systemy informacji medycznej 	  FR 	  15/07/2015 	425703	 EUR 	 z Vat 	  Ca³kowita koncowa opisWartosci zamówienia  Wartosc: 425 703 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:246570-2015:TEXT:PL:HTML&src=0 	  246570-2015 	  Norwegia-Br?nn?ysund: Us³ugi programowania 	  NO 	  14/07/2015 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:246431-2015:TEXT:PL:HTML&src=0 	  246431-2015 	  W³ochy-Rzym: Analityczne, naukowe, matematyczne lub prognozuj¹ce pakiety oprogramowania 	  IT 	  14/07/2015 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:246428-2015:TEXT:PL:HTML&src=0 	  246428-2015 	  W³ochy-Rzym: Pakiety oprogramowania dla sprzeda¿y, marketingu i wywiadu gospodarczego 	  IT 	  14/07/2015 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:246290-2015:TEXT:PL:HTML&src=0 	  246290-2015 	  Irlandia-Dublin: Us³ugi informatyczne: konsultacyjne, opracowywania oprogramowania, internetowe i wsparcia 	  IE 	  14/07/2015 	318000	 EUR 	 z Vat 	  Pocz¹tkowa szacunkowa ca³kowita opisWartosci zamówienia  Wartosc: 318 000 EUR Jezeli jest to opisWartosci roczna lub miesieczna,:liczbe lat: 2
http://ted.europa.eu/udl?uri=TED:NOTICE:246286-2015:TEXT:PL:HTML&src=0 	  246286-2015 	  Chorwacja-Zagrzeb: Pakiety oprogramowania dla baz danych 	  HR 	  14/07/2015 	32706065	 HRK 	 z Vat 	  Wartosc: 32 706 065 HRK
http://ted.europa.eu/udl?uri=TED:NOTICE:246212-2015:TEXT:PL:HTML&src=0 	  246212-2015 	  Zjednoczone Królestwo-Port Glasgow: Us³ugi informatyczne: konsultacyjne, opracowywania oprogramowania, internetowe i wsparcia 	  UK 	  14/07/2015 	16500	 GBP 	 z Vat 	  Wartosc: 16 500 GBP
http://ted.europa.eu/udl?uri=TED:NOTICE:246028-2015:TEXT:PL:HTML&src=0 	  246028-2015 	  Szwecja-Huddinge: Pakiety oprogramowania i systemy informatyczne 	  SE 	  14/07/2015 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:245380-2015:TEXT:PL:HTML&src=0 	  245380-2015 	  Litwa-Wilno: System zarz¹dzania baz¹ danych 	  LT 	  14/07/2015 	359897,56	 EUR 	 z Vat 	  Wartosc: 359 897,56 EUR £¹cznie z VAT. Stawka VAT (%) 21
http://ted.europa.eu/udl?uri=TED:NOTICE:245332-2015:TEXT:PL:HTML&src=0 	  245332-2015 	  Niemcy-Heppenheim: Drukarki laserowe 	  DE 	  14/07/2015 	911579,67	 EUR 	 z Vat 	  Wartosc: 911 579,67 EUR £¹cznie z VAT. Stawka VAT (%) 19
http://ted.europa.eu/udl?uri=TED:NOTICE:245304-2015:TEXT:PL:HTML&src=0 	  245304-2015 	  W³ochy-Mediolan: Pakiety oprogramowania do zarz¹dzania dokumentami 	  IT 	  14/07/2015 	799798,5	 EUR 	 z Vat 	  Wartosc: 799 798,50 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:244573-2015:TEXT:PL:HTML&src=0 	  244573-2015 	  Norwegia-Oslo: Us³ugi doradcze w zakresie programowania oprogramowania 	  NO 	  11/07/2015 	850000	 NOK 	 z Vat 	  Wartosc: 850 000 NOK
http://ted.europa.eu/udl?uri=TED:NOTICE:244143-2015:TEXT:PL:HTML&src=0 	  244143-2015 	  Zjednoczone Królestwo-Derby: Pakiety oprogramowania do zarz¹dzania inwestycjami 	  UK 	  11/07/2015 	375000	 GBP 	 z Vat 	  Pocz¹tkowa szacunkowa ca³kowita opisWartosci zamówienia  Wartosc: 375 000 GBP £¹cznie z VAT. Stawka VAT (%) 20 Ca³kowita koncowa opisWartosci zamówienia  Wartosc: 3 000 000 GBP £¹cznie z VAT. Stawka VAT (%) 20
http://ted.europa.eu/udl?uri=TED:NOTICE:243068-2015:TEXT:PL:HTML&src=0 	  243068-2015 	  Zjednoczone Królestwo-Egham: Us³ugi œwiadczone przez biblioteki 	  UK 	  11/07/2015 	440798	 GBP 	 z Vat 	  Wartosc: 440 798 GBP
http://ted.europa.eu/udl?uri=TED:NOTICE:243060-2015:TEXT:PL:HTML&src=0 	  243060-2015 	  S³owacja-Kežmarok: Komputerowy system steruj¹cy 	  SK 	  11/07/2015 	274668,01	 EUR 	 z Vat 	  Wartosc: 274 668,01 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:243009-2015:TEXT:PL:HTML&src=0 	  243009-2015 	  Polska-Rzeszów: Ró¿ny sprzêt komputerowy 	  PL 	  11/07/2015 	997888	 PLN 	 z Vat 	  Wartosc: 997 888 PLN
http://ted.europa.eu/udl?uri=TED:NOTICE:242951-2015:TEXT:PL:HTML&src=0 	  242951-2015 	  S³owacja-Bratys³awa: Ró¿ny sprzêt komputerowy 	  SK 	  11/07/2015 	285000	 EUR 	 z Vat 	  Wartosc: 285 000 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:242929-2015:TEXT:PL:HTML&src=0 	  242929-2015 	  Bu³garia-Sofia: Pakiety oprogramowania i systemy informatyczne 	  BG 	  11/07/2015 	13560	 BGN 	 z Vat 	  Wartosc: 13 560 BGN
http://ted.europa.eu/udl?uri=TED:NOTICE:242844-2015:TEXT:PL:HTML&src=0 	  242844-2015 	  S³owenia-Ljubljana: Pakiety oprogramowania i systemy informatyczne 	  SI 	  11/07/2015 	177217	 EUR 	 z Vat 	  Wartosc: 177 217 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:241579-2015:TEXT:PL:HTML&src=0 	  241579-2015 	  Polska-Jastrzêbie-Zdrój: Us³ugi instalowania systemów sterowania i kontroli 	  PL 	  10/07/2015 	11598900	 PLN 	 z Vat 	  Wartosc: 11 598 900 PLN £¹cznie z VAT. Stawka VAT (%) 23
http://ted.europa.eu/udl?uri=TED:NOTICE:240718-2015:TEXT:PL:HTML&src=0 	  240718-2015 	  Estonia-Tallinn: Pakiety oprogramowania do skanowania 	  EE 	  10/07/2015 	8500	 EUR 	 z Vat 	  Wartosc: 8 500 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:239557-2015:TEXT:PL:HTML&src=0 	  239557-2015 	  Szwecja-Sztokholm: Pakiety oprogramowania i systemy informatyczne 	  SE 	  09/07/2015 	13000000	 SEK 	 z Vat 	  Ca³kowita koncowa opisWartosci zamówienia  Wartosc: 13 000 000 SEK
http://ted.europa.eu/udl?uri=TED:NOTICE:239275-2015:TEXT:PL:HTML&src=0 	  239275-2015 	  Republika Czeska-Praga: Us³ugi informatyczne: konsultacyjne, opracowywania oprogramowania, internetowe i wsparcia 	  CZ 	  09/07/2015 	5049800	 CZK 	 z Vat 	  Wartosc: 5 049 800 CZK
http://ted.europa.eu/udl?uri=TED:NOTICE:239227-2015:TEXT:PL:HTML&src=0 	  239227-2015 	  Niemcy-Akwizgran: System pozyskiwania danych 	  DE 	  09/07/2015 	63972,85	 EUR 	 z Vat 	  Wartosc: 63 972,85 EUR £¹cznie z VAT. Stawka VAT (%) 19
http://ted.europa.eu/udl?uri=TED:NOTICE:239159-2015:TEXT:PL:HTML&src=0 	  239159-2015 	  Republika Czeska-Praga: Systemy i serwery informacyjne 	  CZ 	  09/07/2015 	3288300	 CZK 	 z Vat 	  Wartosc: 3 288 300 CZK
http://ted.europa.eu/udl?uri=TED:NOTICE:239153-2015:TEXT:PL:HTML&src=0 	  239153-2015 	  Republika Czeska-Praga: Systemy informacyjne 	  CZ 	  09/07/2015 	7800000	 CZK 	 z Vat 	  Wartosc: 7 800 000 CZK
http://ted.europa.eu/udl?uri=TED:NOTICE:239146-2015:TEXT:PL:HTML&src=0 	  239146-2015 	  Republika Czeska-Luže: System monitorowania pacjentów 	  CZ 	  09/07/2015 	2416944	 CZK 	 z Vat 	  Wartosc: 2 416 944 CZK £¹cznie z VAT. Stawka VAT (%) 21
http://ted.europa.eu/udl?uri=TED:NOTICE:238499-2015:TEXT:PL:HTML&src=0 	  238499-2015 	  Bu³garia-Varna: System billingowy 	  BG 	  08/07/2015 	148998	 BGN 	 z Vat 	  Wartosc: 148 998 BGN
http://ted.europa.eu/udl?uri=TED:NOTICE:238498-2015:TEXT:PL:HTML&src=0 	  238498-2015 	  Polska-Warszawa: Drogowe urz¹dzenia kontrolne, bezpieczeñstwa lub sygnalizacyjne 	  PL 	  08/07/2015 	744922,8	 PLN 	 z Vat 	  Wartosc: 744 922,80 PLN £¹cznie z VAT. Stawka VAT (%) 23
http://ted.europa.eu/udl?uri=TED:NOTICE:238484-2015:TEXT:PL:HTML&src=0 	  238484-2015 	  Rumunia-Turda: Wodomierze 	  RO 	  08/07/2015 	14487236,91	 RON 	 z Vat 	  Wartosc: 14 487 236,91 RON
http://ted.europa.eu/udl?uri=TED:NOTICE:237438-2015:TEXT:PL:HTML&src=0 	  237438-2015 	  Polska-Poznañ: Pakiety oprogramowania dla baz danych 	  PL 	  08/07/2015 	1380000	 USD 	 z Vat 	  Wartosc: 1 380 000 USD
http://ted.europa.eu/udl?uri=TED:NOTICE:237428-2015:TEXT:PL:HTML&src=0 	  237428-2015 	  Zjednoczone Królestwo-Matlock: Pakiety oprogramowania i systemy informatyczne 	  UK 	  08/07/2015 	62500	 GBP 	 z Vat 	  Pocz¹tkowa szacunkowa ca³kowita opisWartosci zamówienia  Wartosc: 62 500 GBP  Jezeli jest to opisWartosci roczna lub miesieczna,: liczbe lat: 4
http://ted.europa.eu/udl?uri=TED:NOTICE:236199-2015:TEXT:PL:HTML&src=0 	  236199-2015 	  Niemcy-Bielefeld: Kolorowe monitory wideo 	  DE 	  07/07/2015 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:235921-2015:TEXT:PL:HTML&src=0 	  235921-2015 	  Niderlandy-Haga: Pakiety oprogramowania do planowania zasobów przedsiêbiorstwa 	  NL 	  07/07/2015 	3000000	 EUR 	 z Vat 	  Wartosc: 3 000 000 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:235287-2015:TEXT:PL:HTML&src=0 	  235287-2015 	  Polska-Warszawa: Systemy baz danych 	  PL 	  07/07/2015 	1451400	 PLN 	 z Vat 	  Wartosc: 1 451 400 PLN £¹cznie z VAT. Stawka VAT (%) 23
http://ted.europa.eu/udl?uri=TED:NOTICE:234345-2015:TEXT:PL:HTML&src=0 	  234345-2015 	  Norwegia-Bergen: Pakiety oprogramowania i systemy informatyczne 	  NO 	  04/07/2015 	5750000	 NOK 	 z Vat 	  Wartosc: 5 750 000 NOK
http://ted.europa.eu/udl?uri=TED:NOTICE:233890-2015:TEXT:PL:HTML&src=0 	  233890-2015 	  Zjednoczone Królestwo-Bristol: Wyroby diagnostyczne 	  UK 	  04/07/2015 	1	 GBP 	 z Vat 	  Wartosc: 1 GBP
http://ted.europa.eu/udl?uri=TED:NOTICE:232603-2015:TEXT:PL:HTML&src=0 	  232603-2015 	  Polska-Jastrzêbie-Zdrój: Elektroniczne tablice informacyjne 	  PL 	  04/07/2015 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:232464-2015:TEXT:PL:HTML&src=0 	  232464-2015 	  Niemcy-Kolonia: Pakiety oprogramowania do rozliczania czasu lub zarz¹dzania zasobami ludzkimi 	  DE 	  04/07/2015 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:231279-2015:TEXT:PL:HTML&src=0 	  231279-2015 	  Norwegia-Lillehammer: Pakiety oprogramowania do rozszerzania systemu operacyjnego 	  NO 	  03/07/2015 	1370000	 NOK 	 z Vat 	  Wartosc: 1 370 000 NOK
http://ted.europa.eu/udl?uri=TED:NOTICE:231251-2015:TEXT:PL:HTML&src=0 	  231251-2015 	  Niemcy-Solingen: Us³ugi w zakresie oprogramowania 	  DE 	  03/07/2015 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:230779-2015:TEXT:PL:HTML&src=0 	  230779-2015 	  Francja-Arras: Biblioteczny system zarz¹dzania 	  FR 	  03/07/2015 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:230410-2015:TEXT:PL:HTML&src=0 	  230410-2015 	  Republika Czeska-Praga: Przyrz¹dy badawcze 	  CZ 	  03/07/2015 	18049536	 CZK 	 z Vat 	  Wartosc: 18 049 536 CZK
http://ted.europa.eu/udl?uri=TED:NOTICE:230408-2015:TEXT:PL:HTML&src=0 	  230408-2015 	  S³owacja-Žilina: Aparatura kontrolna i badawcza 	  SK 	  03/07/2015 	8063900	 EUR 	 z Vat 	  Wartosc: 8 063 900 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:230343-2015:TEXT:PL:HTML&src=0 	  230343-2015 	  Polska-Bia³ystok: Pakiety oprogramowania edukacyjnego 	  PL 	  03/07/2015 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:229737-2015:TEXT:PL:HTML&src=0 	  229737-2015 	  Hiszpania-Vigo: Umowa ramowa o tworzenie oprogramowania i us³ugi ICT, czêœæ 1: tworzenie i utrzymanie oprogramowania, czêœæ 2: us³ugi ICT i wsparcie 	  ES 	  03/07/2015 	5300000	 EUR 	 z Vat 	  Wartosc: 5 300 000 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:229489-2015:TEXT:PL:HTML&src=0 	  229489-2015 	  Szwecja-Sollentuna: Pakiety oprogramowania do zarz¹dzania urz¹dzeniami 	  SE 	  02/07/2015 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:228015-2015:TEXT:PL:HTML&src=0 	  228015-2015 	  Francja-Pary¿: Us³ugi w zakresie oprogramowania 	  FR 	  01/07/2015 	560000	 EUR 	 z Vat 	  Wartosc: 560 000 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:227927-2015:TEXT:PL:HTML&src=0 	  227927-2015 	  Szwecja-Kristianstad: Us³ugi doradcze w zakresie systemów 	  SE 	  01/07/2015 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:227327-2015:TEXT:PL:HTML&src=0 	  227327-2015 	  Polska-Wroc³aw: Pakiety oprogramowania dla punktów sprzeda¿y 	  PL 	  01/07/2015 	750958,05	 PLN 	 z Vat 	  Wartosc: 750 958,05 PLN
http://ted.europa.eu/udl?uri=TED:NOTICE:227261-2015:TEXT:PL:HTML&src=0 	  227261-2015 	  Estonia-Tartu: Systemy baz danych 	  EE 	  01/07/2015 	16400	 EUR 	 z Vat 	  Wartosc: 16 400 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:226291-2015:TEXT:PL:HTML&src=0 	  226291-2015 	  Norwegia-Bergen: Pakiety oprogramowania do rozliczania czasu lub zarz¹dzania zasobami ludzkimi 	  NO 	  30/06/2015 	2000000	 NOK 	 z Vat 	  Wartosc: 2 000 000 NOK
http://ted.europa.eu/udl?uri=TED:NOTICE:225922-2015:TEXT:PL:HTML&src=0 	  225922-2015 	  W³ochy-Rzym: System zarz¹dzania baz¹ danych 	  IT 	  30/06/2015 	3866383,26	 EUR 	 z Vat 	  Wartosc: 3 866 383,26 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:225885-2015:TEXT:PL:HTML&src=0 	  225885-2015 	  Niderlandy-Amstelveen: Pakiety oprogramowania bibliotecznego 	  NL 	  30/06/2015 	  	  	 z Vat 	  Jezeli jest to opisWartosci roczna lub miesieczna,: liczbe lat: 4
http://ted.europa.eu/udl?uri=TED:NOTICE:225160-2015:TEXT:PL:HTML&src=0 	  225160-2015 	  Szwecja-Mölndal: Systemy informacyjne 	  SE 	  30/06/2015 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:225101-2015:TEXT:PL:HTML&src=0 	  225101-2015 	  Austria-Wiedeñ: Pakiety oprogramowania dla baz danych 	  AT 	  30/06/2015 	466374,8	 EUR 	 z Vat 	  Ca³kowita koncowa opisWartosci zamówienia  Wartosc: 466 374,8 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:224284-2015:TEXT:PL:HTML&src=0 	  224284-2015 	  Norwegia-Bergen: Us³ugi informatyczne: konsultacyjne, opracowywania oprogramowania, internetowe i wsparcia 	  NO 	  27/06/2015 	30000000	 NOK 	 z Vat 	  Ca³kowita koncowa opisWartosci zamówienia  Wartosc: 30 000 000 NOK
http://ted.europa.eu/udl?uri=TED:NOTICE:223861-2015:TEXT:PL:HTML&src=0 	  223861-2015 	  Zjednoczone Królestwo-Birmingham: Pakiety oprogramowania bibliotecznego 	  UK 	  27/06/2015 	170000	 GBP 	 z Vat 	  Wartosc: 170 000 GBP  £¹cznie z VAT. Stawka VAT (%) 0
http://ted.europa.eu/udl?uri=TED:NOTICE:223803-2015:TEXT:PL:HTML&src=0 	  223803-2015 	  Zjednoczone Królestwo-Londyn: Us³ugi poczty elektronicznej 	  UK 	  27/06/2015 	60060000	 GBP 	 z Vat 	  Wartosc: 60 060 000 GBP
http://ted.europa.eu/udl?uri=TED:NOTICE:222901-2015:TEXT:PL:HTML&src=0 	  222901-2015 	  Zjednoczone Królestwo-Glasgow: System automatyzacji 	  UK 	  27/06/2015 	180416,03	 GBP 	 z Vat 	  Wartosc: 180 416,03 GBP £¹cznie z VAT. Stawka VAT (%) 20
http://ted.europa.eu/udl?uri=TED:NOTICE:221494-2015:TEXT:PL:HTML&src=0 	  221494-2015 	  Republika Czeska-Praga: Komputerowy system steruj¹cy 	  CZ 	  26/06/2015 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:221117-2015:TEXT:PL:HTML&src=0 	  221117-2015 	  Niderlandy-Dordrecht: Pakiety oprogramowania do zarz¹dzania dokumentami 	  NL 	  26/06/2015 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:220655-2015:TEXT:PL:HTML&src=0 	  220655-2015 	  S³owacja-Bratys³awa: Analityczne lub naukowe pakiety oprogramowania 	  SK 	  26/06/2015 	307748	 EUR 	 z Vat 	  Wartosc: 307 748 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:220646-2015:TEXT:PL:HTML&src=0 	  220646-2015 	  Polska-Kraków: Parkometry 	  PL 	  26/06/2015 	2174109	 PLN 	 z Vat 	  Wartosc: 2 174 109 PLN
http://ted.europa.eu/udl?uri=TED:NOTICE:220501-2015:TEXT:PL:HTML&src=0 	  220501-2015 	  Republika Czeska-Pardubice: Serwery 	  CZ 	  26/06/2015 	11383969	 CZK 	 z Vat 	  Wartosc: 11 383 969 CZK £¹cznie z VAT. Stawka VAT (%) 21
http://ted.europa.eu/udl?uri=TED:NOTICE:220481-2015:TEXT:PL:HTML&src=0 	  220481-2015 	  Niderlandy-Capelle aan den IJssel: Pakiety oprogramowania do automatyzacji prac biurowych 	  NL 	  26/06/2015 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:219526-2015:TEXT:PL:HTML&src=0 	  219526-2015 	  Dania-Hiller?d: Us³ugi informatyczne: konsultacyjne, opracowywania oprogramowania, internetowe i wsparcia 	  DK 	  25/06/2015 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:219118-2015:TEXT:PL:HTML&src=0 	  219118-2015 	  Republika Czeska-Praga: Sprzêt elektroniczny 	  CZ 	  25/06/2015 	34150000	 CZK 	 z Vat 	  Wartosc: 34 150 000 CZK
http://ted.europa.eu/udl?uri=TED:NOTICE:218726-2015:TEXT:PL:HTML&src=0 	  218726-2015 	  Szwajcaria-Lozanna: Elektroniczne systemy rejestrowania czasu 	  CH 	  24/06/2015 	332666,68	 CHF 	 z Vat 	  Ca³kowita koncowa opisWartosci zamówienia  Wartosc: 332 666,68 CHF
http://ted.europa.eu/udl?uri=TED:NOTICE:218268-2015:TEXT:PL:HTML&src=0 	  218268-2015 	  Belgia-Hasselt: Pakiety oprogramowania dla baz danych 	  BE 	  24/06/2015 	246877,5	 EUR 	 z Vat 	  Wartosc: 246 877,50 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:218194-2015:TEXT:PL:HTML&src=0 	  218194-2015 	  Zjednoczone Królestwo-Exeter: Pakiety oprogramowania do analizy finansowej i rachunkowoœci/ksiêgowoœci 	  UK 	  24/06/2015 	  	  	 z Vat 	  
http://ted.europa.eu/udl?uri=TED:NOTICE:217472-2015:TEXT:PL:HTML&src=0 	  217472-2015 	  Polska-Wroc³aw: System sterowania i kontroli 	  PL 	  24/06/2015 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:217285-2015:TEXT:PL:HTML&src=0 	  217285-2015 	  Republika Czeska-Jáchymov: Systemy i serwery informacyjne 	  CZ 	  24/06/2015 	2999292	 CZK 	 z Vat 	  Wartosc: 2 999 292 CZK
http://ted.europa.eu/udl?uri=TED:NOTICE:216256-2015:TEXT:PL:HTML&src=0 	  216256-2015 	  Norwegia-Oslo: Dostawcy us³ug aplikacyjnych 	  NO 	  20/06/2015 	5000000	 NOK 	 z Vat 	  Wartosc: 5 000 000 NOK £¹cznie z VAT. Stawka VAT (%) 25
http://ted.europa.eu/udl?uri=TED:NOTICE:216205-2015:TEXT:PL:HTML&src=0 	  216205-2015 	  Norwegia-Trondheim: Sprzêt laboratoryjny, optyczny i precyzyjny (z wyj¹tkiem szklanego) 	  NO 	  20/06/2015 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:215692-2015:TEXT:PL:HTML&src=0 	  215692-2015 	  Zjednoczone Królestwo-Wakefield: Pakiety oprogramowania i systemy informatyczne 	  UK 	  20/06/2015 	428000	 GBP 	 z Vat 	  Wartosc: 428 000,0 GBP
http://ted.europa.eu/udl?uri=TED:NOTICE:215660-2015:TEXT:PL:HTML&src=0 	  215660-2015 	  Niemcy-Monachium: System zarz¹dzania baz¹ danych 	  DE 	  20/06/2015 	500216,5	 EUR 	 z Vat 	  Wartosc: 500 216,50 EUR £¹cznie z VAT. Stawka VAT (%) 19
http://ted.europa.eu/udl?uri=TED:NOTICE:215514-2015:TEXT:PL:HTML&src=0 	  215514-2015 	  Polska-Wroc³aw: Systemy baz danych 	  PL 	  20/06/2015 	258090	 PLN 	 z Vat 	  Wartosc: 258 090 PLN
http://ted.europa.eu/udl?uri=TED:NOTICE:215455-2015:TEXT:PL:HTML&src=0 	  215455-2015 	  Francja-Auch: Komputerowe us³ugi pokrewne 	  FR 	  20/06/2015 	536908,36	 EUR 	 z Vat 	  Ca³kowita koncowa opisWartosci zamówienia  Wartosc: 536 908,36 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:215325-2015:TEXT:PL:HTML&src=0 	  215325-2015 	  Szwecja-Broby: Systemy planowania 	  SE 	  20/06/2015 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:214107-2015:TEXT:PL:HTML&src=0 	  214107-2015 	  Polska-Ha¿lach: Us³ugi wdra¿ania oprogramowania 	  PL 	  20/06/2015 	1392593,42	 PLN 	 z Vat 	  Wartosc: 1 392 593,42 PLN £¹cznie z VAT. Stawka VAT (%) 23
http://ted.europa.eu/udl?uri=TED:NOTICE:214098-2015:TEXT:PL:HTML&src=0 	  214098-2015 	  Szwecja-Eskilstuna: Pakiety oprogramowania i systemy informatyczne 	  SE 	  20/06/2015 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:212331-2015:TEXT:PL:HTML&src=0 	  212331-2015 	  Norwegia-Oslo: Us³ugi rozbudowy oprogramowania 	  NO 	  19/06/2015 	1054400	 NOK 	 z Vat 	  Wartosc: 1 054 400 NOK
http://ted.europa.eu/udl?uri=TED:NOTICE:212254-2015:TEXT:PL:HTML&src=0 	  212254-2015 	  Austria-Bregenz: Pakiety oprogramowania i systemy informatyczne 	  AT 	  19/06/2015 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:211980-2015:TEXT:PL:HTML&src=0 	  211980-2015 	  Szwecja-Göteborg: Pakiety oprogramowania do opracowywania harmonogramów 	  SE 	  19/06/2015 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:211516-2015:TEXT:PL:HTML&src=0 	  211516-2015 	  Hiszpania-L'Hospitalet: System zarz¹dzania baz¹ danych 	  ES 	  19/06/2015 	277100	 EUR 	 z Vat 	  Wartosc: 277 100 EUR
